instance_path,score
"real-world/appalachian_regional_project.txt",78464
"real-world/deutsche_digitale_bibliothek.txt",48667940
"real-world/vatican_secret_archives_project.txt",2544059
"real-world/oxford_bodleian_archives.txt",7979867
"real-world/new_york_public_library_system.txt",20421963
"real-world/internet_archive_bulk_scanning.txt",14967982
"synthetic/synthetic_70.txt",249881
"synthetic/synthetic_12.txt",28336033
"synthetic/synthetic_121.txt",48041
"synthetic/synthetic_101.txt",152994
"synthetic/synthetic_1.txt",267587
"synthetic/synthetic_21.txt",11430241
"synthetic/synthetic_71.txt",95460
"synthetic/synthetic_56.txt",948070
"synthetic/synthetic_23.txt",259746
"synthetic/synthetic_68.txt",268333
"synthetic/synthetic_126.txt",657746
"synthetic/synthetic_93.txt",103408
"synthetic/synthetic_98.txt",169579
"synthetic/synthetic_66.txt",5042918
"synthetic/synthetic_88.txt",113433
"synthetic/synthetic_136.txt",186737
"synthetic/synthetic_104.txt",6552750
"synthetic/synthetic_62.txt",205966
