instance_path,score
"google-hashcode/e_so_many_books.txt",2372586
"google-hashcode/c_incunabula.txt",1437824
"google-hashcode/d_tough_choices.txt",4359745
"google-hashcode/b_read_on.txt",4811100
"google-hashcode/f_libraries_of_the_world.txt",1569986
"synthetic/synthetic_75.txt",140755
"synthetic/synthetic_17.txt",108058
"synthetic/synthetic_22.txt",121214
"synthetic/synthetic_91.txt",2026574
"synthetic/synthetic_137.txt",129405
"synthetic/synthetic_130.txt",226911
"synthetic/synthetic_67.txt",6388165
"synthetic/synthetic_52.txt",154127
"synthetic/synthetic_49.txt",105309
"synthetic/synthetic_59.txt",104400
"synthetic/synthetic_40.txt",236992
"synthetic/synthetic_113.txt",47211
"synthetic/synthetic_14.txt",17852
"synthetic/synthetic_99.txt",144539
"synthetic/synthetic_121.txt",48041
"synthetic/synthetic_89.txt",9015
"synthetic/synthetic_129.txt",65748
"synthetic/synthetic_19.txt",129044
"synthetic/synthetic_63.txt",18826244
"synthetic/synthetic_96.txt",366595
"synthetic/synthetic_73.txt",207169
"synthetic/synthetic_48.txt",231592
"synthetic/synthetic_110.txt",3253315
"synthetic/synthetic_109.txt",120045
"synthetic/synthetic_128.txt",256881
"synthetic/synthetic_34.txt",5782521
"synthetic/synthetic_58.txt",33127
"synthetic/synthetic_108.txt",9598679
"synthetic/synthetic_5.txt",28639
"synthetic/synthetic_70.txt",249881
"synthetic/synthetic_126.txt",658436
"synthetic/synthetic_93.txt",103408
"synthetic/synthetic_43.txt",94235
"synthetic/synthetic_139.txt",117382
"synthetic/synthetic_12.txt",28376566
"synthetic/synthetic_57.txt",81047
"synthetic/synthetic_90.txt",177823
"synthetic/synthetic_114.txt",107503
"synthetic/synthetic_117.txt",15929270
"synthetic/synthetic_3.txt",690416
"synthetic/synthetic_133.txt",9977291
"synthetic/synthetic_136.txt",186737
"synthetic/synthetic_10.txt",17213
"synthetic/synthetic_21.txt",11430241
"synthetic/synthetic_36.txt",163108
"synthetic/synthetic_83.txt",21618653
"synthetic/synthetic_94.txt",2557487
"synthetic/synthetic_33.txt",12781921
"synthetic/synthetic_101.txt",152994
"synthetic/synthetic_39.txt",232545
"synthetic/synthetic_86.txt",1869245
"synthetic/synthetic_55.txt",65074
"synthetic/synthetic_28.txt",144799
"synthetic/synthetic_41.txt",3884976
"synthetic/synthetic_71.txt",95460
"synthetic/synthetic_115.txt",345277
"synthetic/synthetic_118.txt",66979
"synthetic/synthetic_61.txt",128454
"synthetic/synthetic_95.txt",171405
"synthetic/synthetic_64.txt",94393
"synthetic/synthetic_1.txt",267587
"synthetic/synthetic_45.txt",1001158
"synthetic/synthetic_107.txt",225474
"synthetic/synthetic_62.txt",205966
"synthetic/synthetic_31.txt",127202
"synthetic/synthetic_111.txt",963371
"synthetic/synthetic_119.txt",258437
"synthetic/synthetic_106.txt",41483802
"synthetic/synthetic_122.txt",195177
"synthetic/synthetic_104.txt",6623762
"synthetic/synthetic_68.txt",268333
"synthetic/synthetic_105.txt",8477666
"synthetic/synthetic_4.txt",31581
"synthetic/synthetic_24.txt",11035511
"synthetic/synthetic_72.txt",104862
"synthetic/synthetic_131.txt",308804
"synthetic/synthetic_138.txt",197496
"synthetic/synthetic_82.txt",93157
"synthetic/synthetic_125.txt",330735
"synthetic/synthetic_79.txt",93566
"synthetic/synthetic_50.txt",142479
"synthetic/synthetic_35.txt",163375
"synthetic/synthetic_103.txt",2933849
"synthetic/synthetic_51.txt",126759
"synthetic/synthetic_98.txt",201751
"synthetic/synthetic_56.txt",951836
"synthetic/synthetic_20.txt",29264065
"synthetic/synthetic_116.txt",27501448
"synthetic/synthetic_46.txt",26857717
"synthetic/synthetic_69.txt",79479
"synthetic/synthetic_30.txt",2282117
"synthetic/synthetic_29.txt",116926
"synthetic/synthetic_26.txt",226322
"synthetic/synthetic_77.txt",10033866
"synthetic/synthetic_15.txt",49747
"synthetic/synthetic_97.txt",46694254
"synthetic/synthetic_25.txt",244295
"synthetic/synthetic_23.txt",261270
"synthetic/synthetic_84.txt",73208
"synthetic/synthetic_120.txt",187715
"synthetic/synthetic_112.txt",169254
"synthetic/synthetic_65.txt",132057
"synthetic/synthetic_74.txt",60018
"synthetic/synthetic_32.txt",69150
"synthetic/synthetic_80.txt",137454
"synthetic/synthetic_66.txt",5233344
"synthetic/synthetic_2.txt",20523292
"synthetic/synthetic_135.txt",217206
"synthetic/synthetic_13.txt",208710
"synthetic/synthetic_87.txt",2899071
"synthetic/synthetic_42.txt",29006735
"synthetic/synthetic_76.txt",223621
"synthetic/synthetic_127.txt",100386
"synthetic/synthetic_88.txt",115353
"synthetic/synthetic_85.txt",2597661
"synthetic/synthetic_44.txt",280437
"synthetic/synthetic_134.txt",131286
"synthetic/synthetic_16.txt",30581672
"synthetic/synthetic_11.txt",294704
"synthetic/synthetic_92.txt",113425
"synthetic/synthetic_124.txt",152432
"synthetic/synthetic_7.txt",14000720
"synthetic/synthetic_81.txt",210822
"synthetic/synthetic_18.txt",17011024
"synthetic/synthetic_102.txt",92691
"synthetic/synthetic_27.txt",30497520
"synthetic/synthetic_6.txt",82908
"synthetic/synthetic_47.txt",6644231
"synthetic/synthetic_60.txt",17986936
"synthetic/synthetic_78.txt",1159901
"synthetic/synthetic_100.txt",156794
"synthetic/synthetic_38.txt",231536
"synthetic/synthetic_53.txt",291277
"synthetic/synthetic_37.txt",15876
"synthetic/synthetic_54.txt",13231364
"synthetic/synthetic_132.txt",1380344
"synthetic/synthetic_8.txt",213202
"synthetic/synthetic_123.txt",184593
"synthetic/synthetic_9.txt",1854198
"real-world/oxford_bodleian_archives.txt",7979867
"real-world/internet_archive_bulk_scanning.txt",14967982
"real-world/deutsche_digitale_bibliothek.txt",48676934
"real-world/appalachian_regional_project.txt",78464
"real-world/new_york_public_library_system.txt",20753327
"real-world/vatican_secret_archives_project.txt",2544059
